timestamp_us,quat_w,quat_x,quat_y,quat_z,accel_x,accel_y,accel_z,gyro_x,gyro_y,gyro_z,accel_real_x,accel_real_y,accel_real_z,accel_world_x,accel_world_y,accel_world_z,gravity_x,gravity_y,gravity_z,yaw,pitch,roll
17612851,0.9671630859375,-0.0550537109375,-0.05938720703125,0.24072265625,30,30,2108,0,-1,0,-693,1136,-5975,-284,204,-6110,0.08836887776851654,-0.13508352637290955,0.9867940545082092,-0.4823199510574341,0.08849231898784637,-0.13604570925235748
17622851,0.9671630859375,-0.054931640625,-0.05926513671875,0.24072265625,30,31,2108,-1,-1,-1,-692,1135,-5976,-284,205,-6111,0.08819152414798737,-0.1347886323928833,0.9868219494819641,-0.4823575019836426,0.08831673115491867,-0.13574856519699097
17632851,0.96722412109375,-0.05487060546875,-0.0592041015625,0.24072265625,31,30,2108,-1,0,0,-690,1133,-5977,-282,205,-6112,0.0881100744009018,-0.13464787602424622,0.9869539737701416,-0.4822918772697449,0.08822573721408844,-0.13559062778949738
17642439,0.96722412109375,-0.05474853515625,-0.05908203125,0.24072265625,31,30,2113,0,0,-1,-689,1130,-5972,-283,204,-6106,0.08793270587921143,-0.13435298204421997,0.9869818091392517,-0.4823293387889862,0.08805012702941895,-0.13529351353645325
17652468,0.96722412109375,-0.05462646484375,-0.0589599609375,0.24072265625,32,31,2111,-1,0,0,-686,1129,-5974,-281,205,-6107,0.08775533735752106,-0.13405805826187134,0.987009584903717,-0.4823667109012604,0.08787450939416885,-0.13499636948108673
17662486,0.96722412109375,-0.05450439453125,-0.058837890625,0.24072265625,31,30,2112,0,-1,-1,-686,1125,-5973,-281,203,-6106,0.08757796883583069,-0.1337631642818451,0.9870372414588928,-0.482403963804245,0.08769888430833817,-0.1346992701292038
17672509,0.96728515625,-0.0543212890625,-0.05877685546875,0.24072265625,32,30,2109,-1,0,0,-685,1122,-5977,-280,202,-6110,0.08755522966384888,-0.13338619470596313,0.9871824383735657,-0.4823634922504425,0.0876680538058281,-0.1343047022819519
17682534,0.96728515625,-0.05419921875,-0.05865478515625,0.24072265625,31,30,2109,-1,0,-1,-684,1120,-5978,-280,202,-6110,0.08737784624099731,-0.1330912709236145,0.9872100353240967,-0.4824005961418152,0.08749240636825562,-0.13400758802890778
17692749,0.96728515625,-0.0540771484375,-0.05859375,0.24072265625,32,30,2109,-1,-1,0,-683,1118,-5978,-279,202,-6109,0.0873185396194458,-0.13282573223114014,0.9872304201126099,-0.48243170976638794,0.08743465691804886,-0.13374067842960358
17702334,0.96728515625,-0.053955078125,-0.0584716796875,0.24072265625,31,29,2109,-1,-1,0,-682,1114,-5978,-278,200,-6108,0.08714115619659424,-0.1325308084487915,0.9872578978538513,-0.4824686348438263,0.08725898712873459,-0.13344356417655945
17712365,0.96728515625,-0.0538330078125,-0.058349609375,0.24072265625,31,29,2109,-1,0,0,-681,1112,-5978,-278,200,-6108,0.08696377277374268,-0.13223588466644287,0.987285315990448,-0.4825055003166199,0.08708330243825912,-0.13314644992351532
17722390,0.96734619140625,-0.05377197265625,-0.0582275390625,0.24072265625,32,30,2107,-1,-1,0,-678,1111,-5981,-276,201,-6111,0.08676411211490631,-0.13206559419631958,0.9874241948127747,-0.4824453890323639,0.08687439560890198,-0.1329585164785385
